County,FIPS,Longitude,Latitude,Consortium,Year,Elderly CalFresh,Age 18-59 CalFresh,Children CalFresh,ESL CalFresh,WIC Recipients Reachable,Pct Receiving WIC,Total Population,Elderly Population,Children Population,ESL Population,SSI Recipients
Riverside,US-06065,-115.0250859,33.752845,C-IV,2024,57541,145058,129815,57051.0,,,2441474,533198,584333,,56593.333333333336
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2024,47846,115785,88801,65040.0,,,1588656,338395,370394,,54862.5
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2024,1044,2890,2897,1894.0,,,65022,13150,16272,,875.25
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2024,58434,166154,154903,56048.0,,,2180503,404539,553685,,61178.916666666664
San Diego,US-06073,-116.693716,33.019645,CalWIN,2024,87441,169569,119827,116034.0,,,3310718,707574,726918,,66802.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2024,44979,42198,17956,48322.0,,,850147,199919,121651,,31920.083333333332
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2024,21193,52636,48771,21906.0,,,787365,150363,206188,,22220.666666666668
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2024,4730,12302,7098,3233.0,,,280437,78971,50082,,3202.3333333333335
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2024,10388,11098,10509,12007.0,,,747719,194302,146212,,8180.75
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2024,8158,22953,22926,18405.0,,,446729,97189,103498,,6799.333333333333
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2024,40765,48719,36957,47291.0,,,1917472,420967,386043,,35775.75
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2024,5749,13827,10197,8789.0,,,261708,65712,48097,,4008.9166666666665
Shasta,US-06089,-122.0883555,40.735175,C-IV,2024,6181,15303,8939,813.0,,,178300,49897,40158,,7427.666666666667
Sierra,US-06091,-120.0617973,39.58418,C-IV,2024,110,166,64,5.0,,,3133,1348,508,,61.083333333333336
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2024,2167,4465,2658,316.0,,,42665,15148,8498,,2045.25
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2024,9743,23839,17507,7430.0,,,446932,110102,99186,,9503.083333333334
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2024,9108,15607,13197,9042.0,,,478459,138293,90780,,6542.583333333333
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2024,15368,41431,35097,18198.0,,,544160,104672,145420,,15880.5
Sutter,US-06101,-121.714735,39.02038,C-IV,2024,2243,6309,5857,2754.0,,,98330,21308,24476,,3164.75
Tehama,US-06103,-122.6595518,40.125305,C-IV,2024,2312,5630,4339,1200.0,,,64440,17581,15964,,2467.5833333333335
Trinity,US-06105,-123.5069171,40.672495,C-IV,2024,695,1550,766,59.0,,,15823,5665,2546,,529.6666666666666
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2024,16490,54699,59339,37637.0,,,476356,78448,141054,,16420.083333333332
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2024,1678,3285,1630,79.0,,,53458,19334,9497,,1356.4166666666667
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2024,15492,31508,30756,22331.0,,,825322,202422,179611,,13448.833333333334
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2024,4175,13975,6844,4941.0,,,220325,40725,43819,,4247.333333333333
Yuba,US-06115,-121.499162,39.278915,C-IV,2024,2849,9031,6888,1749.0,,,84086,15169,23916,,3079.1666666666665
